Id,Name,Type,Industry,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Website,Rating,Description,CreatedDate,NumberOfEmployees,AnnualRevenue,ParentId
001Ra45bI6XkX2bYRW,Cinderquill Westwind Frontier Works,Partner,Education,23808 Darrell Courts Suite 365,Willow Harbor,WA,64988,United States,'+1-202-555-0115,https://cinderquill-westwind-frontier-works.example.invalid,Hot,Regional organization evaluating operational improvements.,2021-02-27T06:40:37Z,90,26128159.61,
001gQSNxeXgntf7YR3,Brindlewave Brightwater Coastal Industries,Partner,Healthcare,378 Bass Run,Lake Briar,CO,63179,United States,'+1-303-555-0179,https://brindlewave-brightwater-coastal-industries.example.invalid,Cold,Growing organization with a multi-year technology roadmap.,2024-01-20T01:03:53Z,900,288508829.13,
001iWJjSJhQ7PeuAR2,Avenlo Copperfield Summit Partners,Customer,Healthcare,4257 Phelps Pine Suite 448,Summit Glen,CA,34508,United States,'+1-971-555-0157,https://avenlo-copperfield-summit-partners.example.invalid,Hot,Growing organization with a multi-year technology roadmap.,2022-01-14T00:06:14Z,520,145333799.08,
0014pV3Hc4QcEQfYGG,Rivermark Evergreen Pacific Analytics,Prospect,Transportation,508 Campbell Fork,Lake Briar,CO,44118,United States,'+1-303-555-0127,https://rivermark-evergreen-pacific-analytics.example.invalid,Cold,Growing organization with a multi-year technology roadmap.,2023-07-19T13:24:41Z,160,45529034.86,
001nrvjrS2WHC2oY9X,Quarrylight Goldenleaf Global Logistics,Former Customer,Business Services,6098 Adams Walk Apt. 544,Lake Briar,WA,78525,United States,'+1-415-555-0166,https://quarrylight-goldenleaf-global-logistics.example.invalid,Cold,Growing organization with a multi-year technology roadmap.,2023-03-30T02:16:34Z,12,2898415.07,001Xr4ot1oG2AteQ4O
001CQsu3nn5gAVpQ7B,Peregrine Hollow Ironwood Coastal Works,Former Customer,Consumer Goods,752 Julie Ways,Alder Bay,MA,79612,United States,'+1-971-555-0112,https://peregrine-hollow-ironwood-coastal-works.example.invalid,Cold,Established organization focused on service reliability.,2023-03-18T20:43:02Z,24,6874052.34,
001AZHmNsDfQdrZQQD,Oakmere Keystone Summit Collective,Former Customer,Energy,6718 Marks Hills Apt. 974,Northhaven,WA,62726,United States,'+1-971-555-0142,https://oakmere-keystone-summit-collective.example.invalid,Hot,Growing organization with a multi-year technology roadmap.,2021-11-22T18:47:55Z,24,4214802.18,
001FVBcrH6719XQAUS,Novacairn Moonridge Pacific Partners,Customer,Energy,161 Brad Flat,Alder Bay,OR,66039,United States,'+1-617-555-0186,https://novacairn-moonridge-pacific-partners.example.invalid,Cold,Regional organization evaluating operational improvements.,2026-06-19T13:43:47Z,12,1356702.05,
001apZYag4darBdYRL,Morrowfen Redwood Global Analytics,Customer,Technology,6981 Little Passage Suite 311,Willow Harbor,WA,95737,United States,'+1-303-555-0139,https://morrowfen-redwood-global-analytics.example.invalid,Warm,Established organization focused on service reliability.,2023-07-04T06:00:13Z,24,2593064.19,
001xCcjaWJxjfQtAJX,Latticebrook Stonebridge Coastal Logistics,Prospect,Retail,832 Davila Common Apt. 665,Northhaven,OR,60685,United States,'+1-202-555-0169,https://latticebrook-stonebridge-coastal-logistics.example.invalid,Warm,Established organization focused on service reliability.,2025-11-01T17:29:00Z,1500,221442613.4,
001ZBID6zyXHdcLAAH,Kestrel Arc Bluecrest Western Systems,Prospect,Healthcare,99411 Oconnor Pike Suite 245,Cedar Crossing,WA,63000,United States,'+1-617-555-0151,https://kestrel-arc-bluecrest-western-systems.example.invalid,Hot,Regional organization evaluating operational improvements.,2022-01-27T05:29:09Z,12,3094573.24,
001ujvFKM20aGTQIC2,Juniper Vale Clearpath Regional Collective,Prospect,Energy,31355 Baxter Cliffs Apt. 222,Northhaven,TX,95577,United States,'+1-303-555-0135,https://juniper-vale-clearpath-regional-collective.example.invalid,Cold,Growing organization with a multi-year technology roadmap.,2026-05-23T11:47:06Z,90,23286417.61,
001acV09mYJcIa6YCV,Ivorypine Evergreen Lakeside Partners,Partner,Energy,561 Hill Mountains,Summit Glen,WA,88084,United States,'+1-202-555-0149,https://ivorypine-evergreen-lakeside-partners.example.invalid,Hot,Growing organization with a multi-year technology roadmap.,2024-04-04T14:13:08Z,520,130922179.07,
001OLdGcwV4anrfQXZ,Harborlume Goldenleaf Eastern Analytics,Partner,Manufacturing,762 Cody Shoals,Summit Glen,WA,99720,United States,'+1-415-555-0185,https://harborlume-goldenleaf-eastern-analytics.example.invalid,Warm,Regional organization evaluating operational improvements.,2024-11-12T14:34:51Z,90,16904951.61,001B2d6s5HXqPpaQYB
001Mpyhcy0YjCuyQPK,Glimmerforge Ironwood Western Industries,Partner,Energy,475 Dalton Greens,Willow Harbor,CO,39763,United States,'+1-971-555-0169,https://glimmerforge-ironwood-western-industries.example.invalid,Warm,Growing organization with a multi-year technology roadmap.,2022-11-06T10:53:53Z,900,166467271.02,
001pTWz3tTkTLr9I1D,Fablecrest Keystone Regional Systems,Partner,Business Services,46189 Stewart Cliff,Cedar Crossing,OR,44600,United States,'+1-415-555-0132,https://fablecrest-keystone-regional-systems.example.invalid,Cold,Regional organization evaluating operational improvements.,2024-03-05T14:03:33Z,24,5096882.58,
001t1tQX1aEupiNQXE,Evertrail Moonridge Lakeside Collective,Customer,Healthcare,45356 Bradley Estate,Northhaven,TX,67562,United States,'+1-713-555-0155,https://evertrail-moonridge-lakeside-collective.example.invalid,Warm,Regional organization evaluating operational improvements.,2023-03-15T00:19:51Z,160,49121143.18,
0014rTJuxo1U1bKAZR,Deltora Redwood Eastern Partners,Prospect,Healthcare,32317 Michelle Orchard,Northhaven,OR,39969,United States,'+1-617-555-0106,https://deltora-redwood-eastern-partners.example.invalid,Warm,Regional organization evaluating operational improvements.,2025-05-20T12:18:22Z,1500,439996754.5,001Xr4ot1oG2AteQ4O
001Nq19y9hHnEHcAPQ,Cinderquill Stonebridge Western Works,Partner,Manufacturing,8322 Morgan Island Suite 440,Summit Glen,OR,21851,United States,'+1-415-555-0124,https://cinderquill-stonebridge-western-works.example.invalid,Hot,Regional organization evaluating operational improvements.,2021-06-02T01:17:55Z,90,12941266.67,
001BAfwqbwr0TsUA0T,Brindlewave Bluecrest Southern Industries,Customer,Healthcare,28791 Allison Keys,Summit Glen,TX,63246,United States,'+1-303-555-0186,https://brindlewave-bluecrest-southern-industries.example.invalid,Hot,Growing organization with a multi-year technology roadmap.,2024-05-17T22:17:41Z,900,91697874.01,
001pZZmTYW0GRFkYE7,Avenlo Clearpath Northern Systems,Former Customer,Financial Services,56650 Darren Corner,Alder Bay,NC,22891,United States,'+1-202-555-0122,https://avenlo-clearpath-northern-systems.example.invalid,Cold,Established organization focused on service reliability.,2021-02-24T01:21:16Z,12,1237697.37,001OLEw0xIyryQpQ2X
001O9pjOr1MPWQwQSK,Rivermark Copperfield Frontier Collective,Partner,Business Services,99652 Kelsey Row,Willow Harbor,CA,36895,United States,'+1-202-555-0157,https://rivermark-copperfield-frontier-collective.example.invalid,Warm,Established organization focused on service reliability.,2021-01-03T04:48:35Z,24,3283963.26,001Ra45bI6XkX2bYRW
001RUYGIDukMN3HIZS,Quarrylight Farpoint Worldwide Logistics,Prospect,Education,415 Joel Village,Summit Glen,CA,65714,United States,'+1-303-555-0195,https://quarrylight-farpoint-worldwide-logistics.example.invalid,Hot,Growing organization with a multi-year technology roadmap.,2021-03-26T02:30:06Z,1500,386520114.91,
001jwyJdAibi4NHILF,Peregrine Hollow Highland Southern Works,Prospect,Technology,750 Diana Parkways,Lake Briar,OR,67120,United States,'+1-971-555-0150,https://peregrine-hollow-highland-southern-works.example.invalid,Warm,Established organization focused on service reliability.,2022-11-11T02:56:02Z,24,4086075.17,
001eE3A4cmn7G2gIHB,Oakmere Juniper Northern Industries,Former Customer,Consumer Goods,21767 Robert Springs,Lake Briar,MA,70150,United States,'+1-713-555-0181,https://oakmere-juniper-northern-industries.example.invalid,Hot,Growing organization with a multi-year technology roadmap.,2022-05-10T06:20:50Z,48,6142463.43,
001mdSX3YnkEjM0IVS,Novacairn Longview Frontier Systems,Prospect,Technology,369 Bishop Spurs Suite 246,Alder Bay,CA,42702,United States,'+1-303-555-0184,https://novacairn-longview-frontier-systems.example.invalid,Cold,Regional organization evaluating operational improvements.,2021-04-08T07:54:42Z,24,3871765.94,
001Y7WfxpecwwzUQ8R,Morrowfen Northstar Worldwide Analytics,Partner,Media,168 Phillip Cape,Northhaven,CA,98241,United States,'+1-202-555-0118,https://morrowfen-northstar-worldwide-analytics.example.invalid,Warm,Growing organization with a multi-year technology roadmap.,2022-01-20T09:46:26Z,280,80040691.89,
001dUDfaBymF8HyAUN,Latticebrook Silverline Southern Logistics,Partner,Business Services,075 Gomez Street,Alder Bay,CA,32455,United States,'+1-303-555-0143,https://latticebrook-silverline-southern-logistics.example.invalid,Warm,Regional organization evaluating operational improvements.,2024-11-28T04:15:21Z,900,107468427.93,
001Ee8rMt958Fh9Y0A,Kestrel Arc Westwind Northern Works,Former Customer,Manufacturing,139 Farrell Dam Apt. 487,Willow Harbor,CO,53103,United States,'+1-415-555-0197,https://kestrel-arc-westwind-northern-works.example.invalid,Hot,Established organization focused on service reliability.,2024-03-17T07:48:51Z,900,359023065.85,
001BjMFM5mN692fQ0D,Juniper Vale Brightwater Global Industries,Prospect,Consumer Goods,719 Michael Ridges,Summit Glen,NC,17396,United States,'+1-202-555-0156,https://juniper-vale-brightwater-global-industries.example.invalid,Warm,Growing organization with a multi-year technology roadmap.,2026-02-22T23:45:19Z,280,34175712.86,
0014xFF5q1fi7GwQMP,Ivorypine Copperfield Coastal Systems,Partner,Retail,511 Phillips Grove,Lake Briar,WA,95659,United States,'+1-303-555-0116,https://ivorypine-copperfield-coastal-systems.example.invalid,Hot,Regional organization evaluating operational improvements.,2024-11-01T05:05:33Z,280,99026818.89,
0018sCn7wzuyGKcIWS,Harborlume Farpoint Summit Analytics,Prospect,Consumer Goods,0395 Richardson Spur Suite 641,Cedar Crossing,WA,91490,United States,'+1-713-555-0146,https://harborlume-farpoint-summit-analytics.example.invalid,Hot,Established organization focused on service reliability.,2024-08-08T05:13:19Z,24,7085693.75,
001NRMSr13PD4ICIOI,Glimmerforge Highland Pacific Logistics,Customer,Financial Services,23979 Guerra Avenue Suite 611,Willow Harbor,CO,21444,United States,'+1-415-555-0152,https://glimmerforge-highland-pacific-logistics.example.invalid,Warm,Established organization focused on service reliability.,2023-02-25T20:11:22Z,520,77125872.13,
001oowXHzEaXod1YS1,Fablecrest Juniper Global Works,Prospect,Education,99411 Oconnor Pike Suite 245,Summit Glen,CA,68640,United States,'+1-303-555-0148,https://fablecrest-juniper-global-works.example.invalid,Cold,Regional organization evaluating operational improvements.,2021-08-22T18:33:28Z,160,53192474.12,
001yWq2JW5BZvvMQ0L,Evertrail Longview Coastal Industries,Partner,Manufacturing,584 Brian Turnpike,Lake Briar,TX,59867,United States,'+1-971-555-0116,https://evertrail-longview-coastal-industries.example.invalid,Hot,Established organization focused on service reliability.,2024-09-02T06:27:55Z,160,30947027.12,
001Ts4G5LvwmAxUY42,Deltora Northstar Summit Partners,Customer,Manufacturing,41406 Charles Tunnel Apt. 759,Lake Briar,TX,78072,United States,'+1-971-555-0158,https://deltora-northstar-summit-partners.example.invalid,Warm,Established organization focused on service reliability.,2024-07-09T12:02:19Z,160,35379191.06,001B2d6s5HXqPpaQYB
001D3FX1GvU3G1mAKG,Cinderquill Silverline Pacific Analytics,Customer,Manufacturing,0326 Thompson Vista Apt. 234,Northhaven,TX,10713,United States,'+1-415-555-0176,https://cinderquill-silverline-pacific-analytics.example.invalid,Warm,Growing organization with a multi-year technology roadmap.,2023-03-09T07:15:39Z,90,17845705.54,
001PygtS3FHgKj8Q8G,Brindlewave Westwind Global Logistics,Prospect,Financial Services,10235 Peter Divide Suite 056,Summit Glen,MA,58994,United States,'+1-303-555-0176,https://brindlewave-westwind-global-logistics.example.invalid,Cold,Growing organization with a multi-year technology roadmap.,2021-03-30T02:10:59Z,280,52320866.68,
001aPvgDsUU73EoIG0,Avenlo Brightwater Eastern Works,Former Customer,Media,600 Danielle Heights,Willow Harbor,TX,85961,United States,'+1-202-555-0141,https://avenlo-brightwater-eastern-works.example.invalid,Cold,Regional organization evaluating operational improvements.,2025-06-13T00:45:30Z,24,9587256.56,
001FvdsL8UlrHiPQB9,Rivermark Clearpath Western Collective,Partner,Business Services,359 Brown Expressway Apt. 023,Cedar Crossing,CA,45715,United States,'+1-713-555-0184,https://rivermark-clearpath-western-collective.example.invalid,Hot,Regional organization evaluating operational improvements.,2023-08-10T08:59:14Z,1500,384087420.9,
0010jBSxx9cNJfJI6H,Quarrylight Evergreen Regional Partners,Former Customer,Technology,316 Hensley Rapids Apt. 822,Lake Briar,CA,13108,United States,'+1-971-555-0198,https://quarrylight-evergreen-regional-partners.example.invalid,Cold,Growing organization with a multi-year technology roadmap.,2024-07-05T20:15:58Z,1500,148103196.97,
001avRKkn0zGBkGQ4J,Peregrine Hollow Goldenleaf Lakeside Analytics,Partner,Energy,29350 Watkins Crossing Apt. 448,Summit Glen,NC,13698,United States,'+1-617-555-0158,https://peregrine-hollow-goldenleaf-lakeside-analytics.example.invalid,Warm,Regional organization evaluating operational improvements.,2025-12-26T00:41:58Z,24,3749882.85,
001oTVBgpJb5kxRYJO,Oakmere Ironwood Eastern Logistics,Former Customer,Energy,582 Hamilton Lock Apt. 393,Summit Glen,MA,31407,United States,'+1-971-555-0127,https://oakmere-ironwood-eastern-logistics.example.invalid,Warm,Established organization focused on service reliability.,2026-04-21T03:13:33Z,900,227519548.67,
001z1doamdywpaZI4C,Novacairn Keystone Western Systems,Former Customer,Transportation,515 Zimmerman Tunnel Apt. 316,Summit Glen,MA,98131,United States,'+1-617-555-0192,https://novacairn-keystone-western-systems.example.invalid,Hot,Regional organization evaluating operational improvements.,2025-02-06T06:59:21Z,12,2063403.87,
001cgzJWlSIy1t0I9S,Morrowfen Moonridge Regional Collective,Former Customer,Education,5075 Hudson Hill Apt. 803,Northhaven,TX,10832,United States,'+1-202-555-0155,https://morrowfen-moonridge-regional-collective.example.invalid,Cold,Growing organization with a multi-year technology roadmap.,2021-11-05T18:22:31Z,48,18720790.02,
001KQsenOWHB4fuQM5,Latticebrook Redwood Lakeside Partners,Former Customer,Manufacturing,42248 Watson Mountains,Lake Briar,TX,10382,United States,'+1-303-555-0160,https://latticebrook-redwood-lakeside-partners.example.invalid,Cold,Growing organization with a multi-year technology roadmap.,2024-08-29T10:59:44Z,160,57012857.59,001yvWhfz01vDWFY3M
001JTximtecXZZ0IK7,Kestrel Arc Stonebridge Eastern Analytics,Prospect,Financial Services,02321 Crystal Underpass,Cedar Crossing,MA,92377,United States,'+1-617-555-0121,https://kestrel-arc-stonebridge-eastern-analytics.example.invalid,Warm,Established organization focused on service reliability.,2022-10-15T19:39:36Z,12,1043703.67,
001raw2VDD9p9udA5N,Juniper Vale Bluecrest Worldwide Industries,Partner,Technology,71819 Jason Street,Summit Glen,TX,61709,United States,'+1-303-555-0107,https://juniper-vale-bluecrest-worldwide-industries.example.invalid,Warm,Regional organization evaluating operational improvements.,2023-01-22T11:49:21Z,3000,260266243.66,001pZZmTYW0GRFkYE7
00175Cmy8DqQrAKINI,Ivorypine Clearpath Southern Systems,Former Customer,Financial Services,455 Keith Tunnel,Willow Harbor,MA,41652,United States,'+1-202-555-0106,https://ivorypine-clearpath-southern-systems.example.invalid,Warm,Established organization focused on service reliability.,2022-06-11T23:25:59Z,24,4424594.39,001OLdGcwV4anrfQXZ
001LInXZfFVYqWIIEB,Harborlume Evergreen Northern Collective,Former Customer,Business Services,997 Bennett Mountains,Northhaven,MA,60845,United States,'+1-303-555-0120,https://harborlume-evergreen-northern-collective.example.invalid,Warm,Established organization focused on service reliability.,2025-07-27T13:50:35Z,160,17398891.38,001gQSNxeXgntf7YR3
001PuTTthcGKMiPQUX,Glimmerforge Goldenleaf Frontier Partners,Partner,Healthcare,10679 Vasquez Corners Suite 498,Northhaven,TX,64857,United States,'+1-971-555-0133,https://glimmerforge-goldenleaf-frontier-partners.example.invalid,Warm,Established organization focused on service reliability.,2024-09-05T18:39:34Z,160,58754675.94,
001CfmgfK8c5I6aQSB,Fablecrest Ironwood Worldwide Works,Customer,Consumer Goods,626 Garner Extension Suite 709,Lake Briar,CO,13382,United States,'+1-617-555-0128,https://fablecrest-ironwood-worldwide-works.example.invalid,Warm,Established organization focused on service reliability.,2025-10-11T05:00:47Z,520,185196642.06,
001i0JLXj0FG5G5YE0,Evertrail Keystone Southern Industries,Former Customer,Transportation,1931 Nathan Springs Apt. 677,Summit Glen,TX,15976,United States,'+1-415-555-0187,https://evertrail-keystone-southern-industries.example.invalid,Warm,Regional organization evaluating operational improvements.,2026-03-30T23:15:47Z,3000,444892305.65,
0014WYoiYbOMlUgQDX,Deltora Moonridge Northern Systems,Partner,Financial Services,1733 Paula Row,Summit Glen,TX,49809,United States,'+1-415-555-0197,https://deltora-moonridge-northern-systems.example.invalid,Hot,Regional organization evaluating operational improvements.,2025-01-18T16:41:50Z,24,8280159.76,
001O8ZWUKMYoipYYQ7,Cinderquill Redwood Frontier Collective,Prospect,Manufacturing,923 Bryant Gardens,Willow Harbor,NC,58698,United States,'+1-415-555-0145,https://cinderquill-redwood-frontier-collective.example.invalid,Hot,Regional organization evaluating operational improvements.,2026-06-05T22:57:49Z,160,62803197.57,
001U9TwW1ZhV64GITA,Brindlewave Stonebridge Worldwide Logistics,Former Customer,Energy,395 Spencer Village Suite 196,Lake Briar,CO,74413,United States,'+1-202-555-0138,https://brindlewave-stonebridge-worldwide-logistics.example.invalid,Cold,Established organization focused on service reliability.,2025-09-21T23:21:44Z,520,77242405.12,001NRMSr13PD4ICIOI
001RGWydjko0QMRY5C,Avenlo Bluecrest Summit Works,Prospect,Business Services,3595 Joel Harbor Suite 152,Northhaven,OR,61251,United States,'+1-971-555-0125,https://avenlo-bluecrest-summit-works.example.invalid,Cold,Established organization focused on service reliability.,2025-06-22T04:43:39Z,280,98707141.09,
001vywMtDWYqGORIQP,Rivermark Brightwater Pacific Industries,Former Customer,Retail,050 Thomas Spur,Lake Briar,CO,60130,United States,'+1-617-555-0184,https://rivermark-brightwater-pacific-industries.example.invalid,Cold,Established organization focused on service reliability.,2023-06-02T19:10:30Z,3000,649273198.9,
001ZCfPCiKUOyBBA6I,Quarrylight Copperfield Global Systems,Former Customer,Energy,300 Ford Camp,Alder Bay,MA,92717,United States,'+1-202-555-0128,https://quarrylight-copperfield-global-systems.example.invalid,Hot,Growing organization with a multi-year technology roadmap.,2023-12-29T15:11:32Z,90,32883585.5,
001r2Zt5bJoZh5cI46,Peregrine Hollow Farpoint Coastal Collective,Former Customer,Healthcare,9158 Ryan Rest,Summit Glen,TX,26804,United States,'+1-202-555-0153,https://peregrine-hollow-farpoint-coastal-collective.example.invalid,Hot,Established organization focused on service reliability.,2026-03-02T07:49:02Z,3000,1016851941.86,
001QlR8r1Q5bRm4IG1,Oakmere Highland Summit Logistics,Partner,Transportation,4126 Barry Loop,Willow Harbor,WA,31740,United States,'+1-713-555-0161,https://oakmere-highland-summit-logistics.example.invalid,Hot,Regional organization evaluating operational improvements.,2025-04-13T03:36:12Z,280,83647284.64,
001NlUpPvRS2wnzIYM,Novacairn Juniper Pacific Works,Customer,Retail,82802 Taylor Oval,Northhaven,TX,55926,United States,'+1-713-555-0127,https://novacairn-juniper-pacific-works.example.invalid,Cold,Established organization focused on service reliability.,2021-05-04T04:59:43Z,1500,428004554.19,
001Mpzq9x2yVI5HAED,Morrowfen Longview Global Industries,Partner,Education,66635 Cox Fall,Willow Harbor,WA,97223,United States,'+1-202-555-0111,https://morrowfen-longview-global-industries.example.invalid,Cold,Regional organization evaluating operational improvements.,2021-01-01T08:17:36Z,280,40524261.43,
001mXlpepzxHpk4I31,Latticebrook Northstar Coastal Systems,Customer,Retail,276 Watkins Shoal Apt. 991,Alder Bay,OR,95940,United States,'+1-713-555-0171,https://latticebrook-northstar-coastal-systems.example.invalid,Hot,Established organization focused on service reliability.,2024-10-10T08:43:34Z,160,49141960.68,
001pCWrmUg2EHGPAG8,Kestrel Arc Silverline Summit Analytics,Partner,Media,46937 Cheryl Mills,Cedar Crossing,TX,95960,United States,'+1-971-555-0113,https://kestrel-arc-silverline-summit-analytics.example.invalid,Hot,Regional organization evaluating operational improvements.,2022-06-30T09:51:28Z,1500,382928589.3,
001v16OKJFuZcV0QCS,Juniper Vale Westwind Pacific Logistics,Former Customer,Financial Services,131 Fisher Skyway,Northhaven,TX,27239,United States,'+1-971-555-0122,https://juniper-vale-westwind-pacific-logistics.example.invalid,Cold,Regional organization evaluating operational improvements.,2023-07-17T06:03:40Z,520,150419896.91,
001F0saAL86T3h5IUF,Ivorypine Brightwater Lakeside Works,Customer,Education,02282 Cameron Points,Lake Briar,MA,89684,United States,'+1-617-555-0166,https://ivorypine-brightwater-lakeside-works.example.invalid,Hot,Growing organization with a multi-year technology roadmap.,2024-06-09T15:06:15Z,900,82696766.67,
001qb5RFrl2MvvDIYA,Harborlume Copperfield Eastern Industries,Prospect,Consumer Goods,25191 Gonzalez Village,Summit Glen,TX,86949,United States,'+1-617-555-0123,https://harborlume-copperfield-eastern-industries.example.invalid,Cold,Regional organization evaluating operational improvements.,2022-10-30T12:20:46Z,90,25521750.19,
001vuI7W5NKUSqVAGG,Glimmerforge Farpoint Western Partners,Partner,Healthcare,2397 Christopher Groves Apt. 708,Lake Briar,WA,65904,United States,'+1-303-555-0198,https://glimmerforge-farpoint-western-partners.example.invalid,Cold,Regional organization evaluating operational improvements.,2025-02-03T17:24:00Z,48,10657903.08,001eE3A4cmn7G2gIHB
001OXfC2jDKfDmwYPX,Fablecrest Highland Regional Analytics,Customer,Energy,0174 Bell Village Suite 661,Northhaven,NC,80093,United States,'+1-202-555-0114,https://fablecrest-highland-regional-analytics.example.invalid,Warm,Established organization focused on service reliability.,2021-09-30T01:20:31Z,520,170460046.17,
001eRJ4GILnQbQxQA2,Evertrail Juniper Lakeside Logistics,Partner,Education,409 Collins Squares,Summit Glen,NC,41867,United States,'+1-202-555-0170,https://evertrail-juniper-lakeside-logistics.example.invalid,Hot,Growing organization with a multi-year technology roadmap.,2026-04-12T06:59:57Z,12,1510170.78,
001H8DiQNUTC9JGQA0,Deltora Longview Eastern Works,Former Customer,Retail,02069 Jessica Heights,Northhaven,MA,50737,United States,'+1-617-555-0100,https://deltora-longview-eastern-works.example.invalid,Warm,Regional organization evaluating operational improvements.,2023-09-07T17:16:42Z,90,22840180.22,
001KInyPfEAkhgcQEO,Cinderquill Northstar Western Collective,Partner,Consumer Goods,1665 Kathryn Port Apt. 911,Lake Briar,NC,50768,United States,'+1-713-555-0119,https://cinderquill-northstar-western-collective.example.invalid,Hot,Regional organization evaluating operational improvements.,2023-01-11T21:14:56Z,12,2453839.4,
001JcZQ7uhRMVxxILW,Brindlewave Silverline Regional Partners,Partner,Financial Services,401 Green Grove Apt. 943,Cedar Crossing,MA,18596,United States,'+1-303-555-0146,https://brindlewave-silverline-regional-partners.example.invalid,Warm,Regional organization evaluating operational improvements.,2024-09-30T22:04:31Z,280,92218513.35,
001b6YbqymKD3ZDA0A,Avenlo Westwind Lakeside Analytics,Partner,Education,576 Kimberly Meadows,Cedar Crossing,OR,86622,United States,'+1-303-555-0173,https://avenlo-westwind-lakeside-analytics.example.invalid,Hot,Regional organization evaluating operational improvements.,2025-06-16T01:20:10Z,160,18284888.92,
001CXiPlYrfwSgoQU2,Rivermark Bluecrest Frontier Logistics,Prospect,Healthcare,158 Cassie Port Apt. 602,Northhaven,MA,23879,United States,'+1-303-555-0113,https://rivermark-bluecrest-frontier-logistics.example.invalid,Hot,Regional organization evaluating operational improvements.,2022-02-16T04:40:44Z,520,190270251.08,001avRKkn0zGBkGQ4J
001evLCMHIsIpP4IS4,Quarrylight Clearpath Worldwide Systems,Prospect,Media,415 Barnes Spurs Apt. 105,Lake Briar,MA,98850,United States,'+1-303-555-0186,https://quarrylight-clearpath-worldwide-systems.example.invalid,Hot,Established organization focused on service reliability.,2023-04-11T20:50:00Z,12,3857706.38,
